Date ,NSW nersi_max_capacity,NSW total_available_capacity_MW,NSW total_demand_MW,QLD nersi_max_capacity,QLD total_available_capacity_MW,QLD total_demand_MW,SA nersi_max_capacity,SA total_available_capacity_MW,SA total_demand_MW,TAS nersi_max_capacity,TAS total_available_capacity_MW,TAS total_demand_MW,VIC nersi_max_capacity,VIC total_available_capacity_MW,VIC total_demand_MW,
2019-07-05 13:00:00,7530,16434.547218252028,7531.98876953125,5479,12393.895611749107,5480.17529296875,1354,4662.1354113111565,1355.7828369140625,1324,3272.4595897820172,1325.1121826171875,5526,12624.438245773315,5527.9453125,
2019-07-05 14:00:00,7630,16421.459143274828,7631.67724609375,5599,12287.084752846373,5600.82080078125,1424,4613.7066533285615,1425.2646484375,1344,3272.4595897820172,1345.60107421875,5634,12703.531657934189,5635.4482421875,
2019-07-05 15:00:00,7833,16542.72667893338,7834.18896484375,5776,12163.54133304632,5777.32666015625,1467,5119.909858096606,1468.5882568359375,1403,3272.4595897820172,1404.466064453125,5679,12841.539460718632,5680.6181640625,
2019-07-05 16:00:00,8223,16383.113135990432,8224.458984375,6021,11825.63420842695,6022.259765625,1582,4991.337878982618,1583.3443603515625,1476,3272.4595897820172,1477.6973876953125,5774,12678.87310436368,5775.54931640625,
2019-07-05 17:00:00,8710,16271.620306557099,8711.935546875,6323,11505.12011213227,6324.79052734375,1689,4899.2440149035865,1690.94677734375,1549,3272.430009828474,1550.002197265625,5956,12578.800342977047,5957.86279296875,
2019-07-05 18:00:00,9802,16216.165575281462,9803.103515625,6515,11431.954612618003,6516.52734375,1908,4859.747498956857,1909.81201171875,1584,3272.328201525344,1585.05859375,6476,12527.512230575085,6477.0234375,
2019-07-05 19:00:00,9788,16259.938902582408,9789.80859375,6429,11426.636524169633,6430.8876953125,2066,4852.541046174192,2067.193359375,1554,3272.4339855264097,1555.156982421875,6377,12497.147689282894,6378.9140625,
2019-07-05 20:00:00,9382,16256.746457180063,9383.18359375,6322,11377.426611715966,6323.9580078125,1995,4813.302884444278,1996.000244140625,1513,3272.4595897820172,1514.3045654296875,6056,12479.540041089058,6057.3623046875,
2019-07-05 21:00:00,9148,16231.382654891095,9149.7490234375,6175,11334.604417272865,6176.11474609375,1915,4653.2253942082,1916.349609375,1504,3272.4577255791573,1505.634765625,5822,12454.15525406599,5823.4248046875,
2019-07-05 22:00:00,8807,16176.935103928725,8808.326171875,5970,11270.423964465721,5971.59130859375,1822,4627.134459761321,1823.9764404296875,1423,3272.4198898700906,1424.4766845703125,5469,12399.680889189243,5470.97509765625,
2019-07-05 23:00:00,8732,16146.931692432046,8733.107421875,5780,11195.057193153238,5781.32763671875,1686,4652.6883754663195,1687.03173828125,1334,3272.432501773113,1335.220458984375,5288,12428.231063246727,5289.6005859375,
2019-07-06 00:00:00,8526,16126.33602864363,8527.1767578125,5571,11159.02233442067,5572.00146484375,1835,4591.677980326864,1836.50537109375,1247,3272.1845913264506,1248.6722412109375,5475,12391.366446256638,5476.17236328125,
2019-07-06 01:00:00,8092,15949.152816880549,8093.95458984375,5247,11437.178522041622,5248.44775390625,1691,4365.325655981582,1692.83056640625,1185,3272.3896916860067,1186.5198974609375,4926,11795.70979616046,4927.08349609375,
2019-07-06 02:00:00,7566,15977.952496900589,7567.30419921875,4966,11300.103877242109,4967.52685546875,1467,4488.972425890504,1468.947265625,1136,3272.4595897820172,1137.2412109375,4663,11664.1095071733,4664.736328125,
2019-07-06 03:00:00,6876,16002.025392703146,6877.6806640625,4801,11213.816317257286,4802.1953125,1308,4493.641032437876,1309.48779296875,1110,3272.4595897820172,1111.3525390625,4296,11617.952015250921,4297.32275390625,
2019-07-06 04:00:00,6488,16007.439667096416,6489.474609375,4746,11187.428309563256,4747.744140625,1232,4480.871132652357,1233.35888671875,1107,3272.4570217474657,1108.718505859375,4087,11162.149071455002,4088.74609375,
2019-07-06 05:00:00,6348,15998.782374360344,6349.0078125,4808,11197.33919394203,4809.3994140625,1202,4397.220738849153,1203.6063232421875,1097,3272.0659766638637,1098.3487548828125,4003,11276.632082372904,4004.190185546875,
2019-07-06 06:00:00,6597,16003.456933148882,6598.22021484375,4961,11320.649144323997,4962.86083984375,1200,4281.363732629272,1201.9576416015625,1123,3271.634099830884,1124.5889892578125,4110,11392.232446551323,4111.48046875,
2019-07-06 07:00:00,7190,16029.434214451096,7191.66455078125,5150,11784.015966717596,5151.6875,1262,4168.245732081472,1263.9273681640625,1168,3267.440860834492,1169.4119873046875,4422,10788.813120931387,4423.09326171875,
2019-07-06 08:00:00,7980,16134.542714015326,7981.6064453125,5233,12037.99420956747,5234.2607421875,1342,4160.996194172866,1343.1395263671875,1257,3256.5442622244373,1258.476318359375,4671,10907.906128495932,4672.17431640625,
2019-07-06 09:00:00,8303,16225.599070887447,8304.953125,5155,12198.658487490964,5156.5556640625,1464,4330.394779112406,1465.4224853515625,1373,3236.0449454352743,1374.328125,4866,11094.943289488554,4867.6591796875,
2019-07-06 10:00:00,8112,16333.894766579748,8113.90283203125,4965,12422.09677858025,4966.17236328125,1511,4381.77152845019,1512.5286865234375,1410,3176.3999175982326,1411.7816162109375,4846,11280.188482433558,4847.134765625,
2019-07-06 11:00:00,7572,16349.936485263885,7573.38916015625,4679,12378.96795699277,4680.66552734375,1426,4332.018564406998,1427.83447265625,1361,3107.2221410123866,1362.869873046875,4670,11179.211306780577,4671.3671875,
2019-07-06 12:00:00,7147,16386.54153833854,7148.7314453125,4571,12421.49467021672,4572.99365234375,1343,4294.792369020521,1344.4822998046875,1354,3067.236257038043,1355.8431396484375,4604,11119.416956603527,4605.10791015625,
2019-07-06 13:00:00,6946,16387.66418734881,6947.09423828125,4561,12437.688363705565,4562.68408203125,1284,4159.987927410967,1285.743896484375,1321,3035.8091709305445,1322.4783935546875,4684,10920.413811564445,4685.00390625,
2019-07-06 14:00:00,7031,16384.830624790917,7032.72119140625,4687,12360.293853461597,4688.474609375,1316,4070.5073732709275,1317.6048583984375,1301,2988.936227270916,1302.5621337890625,4677,10675.690250813961,4678.65087890625,
2019-07-06 15:00:00,7292,16368.751134368957,7293.41162109375,5026,12246.373660761697,5027.02783203125,1421,4602.374730024702,1422.42529296875,1333,3272.4525895100533,1334.4173583984375,4724,12744.903754472733,4725.29345703125,
2019-07-06 16:00:00,7752,16179.654960327527,7753.50390625,5402,11913.819400335315,5403.22265625,1482,4515.2642568964,1483.591796875,1352,3272.43273955409,1353.9090576171875,4958,12532.605811446905,4959.62353515625,
2019-07-06 17:00:00,8607,16129.292330042204,8608.2568359375,5858,11588.243705412828,5859.4384765625,1407,4490.109539348848,1408.699462890625,1442,3272.4595897820172,1443.4923095703125,5318,12356.670996844769,5319.59326171875,
2019-07-06 18:00:00,9800,16126.606854071895,9801.7451171875,6248,11562.948046640831,6249.37890625,1616,4433.424669667762,1617.442626953125,1578,3272.4272135241836,1579.320068359375,5871,12077.635121524334,5872.6748046875,
2019-07-06 19:00:00,9721,16103.112033044974,9722.701171875,6183,11572.535334423159,6184.4443359375,1899,4432.864934910304,1900.2489013671875,1563,3272.4595897820172,1564.830078125,5807,12354.5372402668,5808.8056640625,
2019-07-06 20:00:00,9328,16086.930304982445,9329.421875,6106,11584.149346182665,6107.796875,1823,4389.448922640195,1824.5977783203125,1516,3272.4595897820172,1517.53515625,5520,12233.049317717552,5521.98974609375,
2019-07-06 21:00:00,9061,16054.634207664112,9062.8193359375,6013,11615.819572310498,6014.9970703125,1735,4316.06629723066,1736.6124267578125,1479,3272.4595897820172,1480.9639892578125,5310,12184.906789839268,5311.60498046875,
2019-07-06 22:00:00,8813,15991.419733035744,8814.9375,5856,11591.294482198766,5857.99951171875,1668,4340.400335773509,1669.4666748046875,1421,3272.4595897820172,1422.627197265625,5101,12022.736188620329,5102.4658203125,
2019-07-06 23:00:00,8632,15898.650239596198,8633.6025390625,5731,11582.224031511212,5732.5,1601,4343.219646208736,1602.5771484375,1337,3272.4562418258606,1338.459228515625,5034,11793.524130046368,5035.59716796875,
2019-07-07 00:00:00,8291,15940.050077132004,8292.27734375,5552,11523.680655933516,5553.099609375,1783,4324.569981636429,1784.27294921875,1260,3272.396463688233,1261.8018798828125,5281,11756.707727193832,5282.45068359375,
2019-07-07 01:00:00,7705,15628.083678319485,7706.8291015625,5238,11520.41597623044,5239.2138671875,1634,3788.768716360658,1635.5377197265625,1209,2959.586571736767,1210.5672607421875,4787,10546.116310492158,4788.67919921875,
2019-07-07 02:00:00,7167,15568.748639633313,7168.4365234375,4924,11535.02537393849,4925.78515625,1387,3813.569299310761,1388.693359375,1172,2954.3945575244134,1173.592529296875,4521,10435.291782081127,4522.54248046875,
2019-07-07 03:00:00,6594,15441.005763847435,6595.0927734375,4762,11519.613601176894,4763.63330078125,1249,3846.000247039649,1250.4833984375,1159,2959.3107743371174,1160.3875732421875,4172,10334.85914568603,4173.72119140625,
2019-07-07 04:00:00,6305,15394.385304036296,6306.8681640625,4749,11511.433703839262,4750.609375,1171,3826.6915718703026,1172.0142822265625,1140,2975.6604564054574,1141.073486328125,3978,10391.215225711465,3979.968994140625,
2019-07-07 05:00:00,6262,15332.761580197195,6263.63818359375,4728,11534.243611282469,4729.46533203125,1146,3741.013559286964,1147.011962890625,1075,2944.635046569045,1076.7608642578125,3932,10347.080744564533,3933.166259765625,
2019-07-07 06:00:00,6411,15264.22874854138,6412.1044921875,4802,11536.431761786222,4803.76513671875,1142,3671.8774499007927,1143.654541015625,1058,2936.8638910552163,1059.41357421875,3958,10322.1269582659,3959.79150390625,
2019-07-07 07:00:00,6849,15305.88034479574,6850.5126953125,4879,11871.231972447196,4880.80859375,1183,3643.0213400148946,1184.139404296875,1121,2902.215947478835,1122.893310546875,4169,10218.265228778124,4170.85546875,
2019-07-07 08:00:00,7446,15376.76458604391,7447.1337890625,4982,12245.016125696915,4983.37548828125,1244,3774.02960430054,1245.2257080078125,1239,2929.6239120881883,1240.1947021484375,4289,10492.817224353552,4290.77099609375,
2019-07-07 09:00:00,7917,15573.725098232484,7918.513671875,4959,12387.434133382232,4960.52783203125,1331,3854.795441648473,1332.523193359375,1338,2958.030076483538,1339.6217041015625,4471,10769.07364051789,4472.896484375,
2019-07-07 10:00:00,7779,15683.820381113694,7780.6181640625,4758,12566.16176132116,4759.84423828125,1343,3873.4801855951578,1344.18603515625,1381,2969.0976110823676,1382.3564453125,4527,10933.502463266253,4528.544921875,
2019-07-07 11:00:00,7304,15842.16173444135,7305.90087890625,4573,12617.735020572185,4574.0556640625,1268,3879.1324633298204,1269.4732666015625,1357,2975.2040833762235,1358.0838623046875,4381,11084.194099768996,4382.6796875,
2019-07-07 12:00:00,6884,15948.810830387652,6885.27783203125,4420,12601.78185334329,4421.0068359375,1209,3883.1453751673685,1210.3564453125,1298,2963.407355366343,1299.313232421875,4368,10977.524910375476,4369.01220703125,
2019-07-07 13:00:00,6802,15945.414885761893,6803.365234375,4409,12590.458696320728,4410.67236328125,1182,3748.1397431218224,1183.8956298828125,1266,2982.157384086092,1267.205078125,4435,10696.919475600123,4436.93701171875,
2019-07-07 14:00:00,6770,15941.497458954707,6771.90283203125,4611,12583.749905360552,4612.4521484375,1212,3644.889842744866,1213.385986328125,1245,3021.0982658447288,1246.2791748046875,4556,10824.409375358373,4557.58984375,
2019-07-07 15:00:00,7075,16219.946476628438,7076.111328125,4928,12373.36469310162,4929.2294921875,1232,4156.973257100692,1233.51953125,1280,2973.172694333459,1281.328857421875,4650,10417.86977045238,4651.5888671875,
2019-07-07 16:00:00,7615,16023.515837337256,7616.3212890625,5348,11974.737806057554,5349.64501953125,1338,4092.880320260783,1339.4483642578125,1311,2942.284127449333,1312.616943359375,4910,10743.519186712801,4911.66943359375,
2019-07-07 17:00:00,8505,15912.280139364979,8506.98046875,5835,11631.31785967195,5836.82421875,1308,4025.1104021452397,1309.887451171875,1409,2915.673404411041,1410.177490234375,5280,10819.451481416821,5281.10302734375,
2019-07-07 18:00:00,9596,15924.849319820038,9597.5283203125,6350,11645.241870662458,6351.134765625,1552,4060.316005322233,1553.0821533203125,1538,2904.6147485538936,1539.4398193359375,5858,10849.189575821161,5859.61865234375,
2019-07-07 19:00:00,9877,15876.335612325052,9878.873046875,6336,11658.238820678787,6337.52685546875,1729,4022.9659318718554,1730.2652587890625,1528,2908.313550542248,1529.39111328125,5918,10677.379742488265,5919.51318359375,
2019-07-07 20:00:00,9582,15860.184039814452,9583.7626953125,6218,11647.22183539429,6219.955078125,1700,4033.839703285484,1701.7918701171875,1499,2868.398584744306,1500.8385009765625,5703,10673.098152846098,5704.6904296875,
2019-07-07 21:00:00,9322,15883.823634354452,9323.1689453125,6130,11666.421503731037,6131.5634765625,1656,3941.580226480112,1657.6131591796875,1472,2842.17978895704,1473.00634765625,5495,10647.312455743551,5496.9384765625,
2019-07-07 22:00:00,8815,15871.308174705187,8816.6962890625,5851,11646.957876927741,5852.943359375,1731,3883.8924239311928,1732.6236572265625,1388,2807.296546837019,1389.8603515625,5177,10585.735943645239,5178.99755859375,
2019-07-07 23:00:00,8311,15709.914401518236,8312.0361328125,5611,11607.459282322148,5612.46435546875,1614,3811.510841513002,1615.898681640625,1297,2826.721134032725,1298.311767578125,5001,10738.1182346493,5002.51220703125,
2019-07-08 00:00:00,7944,15617.864782458226,7945.599609375,5374,11547.50241330261,5375.02587890625,1765,3754.5984327417427,1766.5491943359375,1238,2903.6515548833368,1239.3892822265625,5191,10531.99221278727,5192.60595703125,
2019-07-08 01:00:00,8595,15391.63489517676,8596.5234375,5122,11617.781579047554,5123.64501953125,1611,3432.4211440502295,1612.2215576171875,1208,2982.873820547725,1209.258544921875,5334,9772.496017317288,5335.548828125,
2019-07-08 02:00:00,8140,15481.003028619547,8141.95263671875,4866,11609.031432392176,4867.9833984375,1413,3433.841248878959,1414.35888671875,1181,2972.049224395328,1182.454345703125,5092,9781.519084607251,5093.64453125,
2019-07-08 03:00:00,7555,15440.478263692588,7556.51513671875,4692,11606.664317100298,4693.267578125,1294,3445.746625362213,1295.123291015625,1162,2908.8709638420555,1163.250732421875,4774,9731.376219480531,4775.392578125,
2019-07-08 04:00:00,7340,15360.946313502624,7341.3232421875,4702,11603.759791501056,4703.013671875,1233,3448.9562302510017,1234.749755859375,1172,2890.8682831109545,1173.6802978515625,4613,9755.136097855866,4614.365234375,
2019-07-08 05:00:00,7491,15266.698434486885,7492.25830078125,4856,11603.12909768119,4857.0908203125,1228,3444.210500831,1229.83544921875,1182,2861.6420549263676,1183.11083984375,4686,9667.759887427092,4687.45556640625,
2019-07-08 06:00:00,8327,15223.477024442222,8328.3115234375,5296,11586.785053776755,5297.57275390625,1118,3429.9916301172257,1119.2724609375,1246,2828.3959419667,1247.9359130859375,5108,9576.64575606247,5109.6181640625,
2019-07-08 07:00:00,9811,15211.127421865294,9812.958984375,6008,11964.772245542734,6009.46435546875,1298,3425.033245918956,1299.5589599609375,1390,2804.313555946328,1391.5546875,6065,9544.613078108523,6066.83203125,
2019-07-08 08:00:00,10735,15369.124928557796,10736.115234375,6112,12336.571910438084,6113.845703125,1535,3594.983072700951,1536.332763671875,1519,2803.0558955027095,1520.2891845703125,6744,9719.097920852131,6745.712890625,
2019-07-08 09:00:00,10836,15611.752790806715,10837.16015625,5626,12466.925769869993,5627.36767578125,1641,3719.4603122496205,1642.8353271484375,1532,2800.3255005328338,1533.3201904296875,7007,9930.808919077273,7008.080078125,
2019-07-08 10:00:00,10514,15766.133142224568,10515.3662109375,5267,12652.367481490448,5268.97265625,1537,3737.683118031842,1538.4803466796875,1531,2805.9678148482676,1532.3466796875,6779,9941.808448808268,6780.82470703125,
2019-07-08 11:00:00,9945,15861.381017473272,9946.8046875,5103,12645.290566500862,5104.80224609375,1328,3781.847260766346,1329.77978515625,1443,2821.4441285768426,1444.7901611328125,6422,9945.028833137825,6423.1279296875,
2019-07-08 12:00:00,9494,15585.44932673264,9495.0654296875,5101,12744.954666465908,5102.5322265625,1216,3798.4604224421114,1217.60107421875,1389,2791.9335666555307,1390.0281982421875,6198,9942.749758033315,6199.51220703125,
2019-07-08 13:00:00,9273,15492.661526969845,9274.7265625,5196,12827.963015208921,5197.09765625,1200,3801.7551172826866,1201.3575439453125,1351,2785.604156862126,1352.7950439453125,6122,9929.799216154963,6123.3251953125,
2019-07-08 14:00:00,9350,15415.75138091612,9351.7490234375,5392,12701.60086039715,5393.50439453125,1245,3828.9122886556092,1246.493896484375,1323,2778.2308327009837,1324.9385986328125,6259,9791.878967802972,6260.11279296875,
2019-07-08 15:00:00,9593,15912.13475861049,9594.1357421875,5643,12418.892162389959,5644.205078125,1279,3694.254247385426,1280.759765625,1357,3015.0140546059433,1358.78955078125,6320,10612.24141063029,6321.71923828125,
2019-07-08 16:00:00,9863,15797.904964744479,9864.599609375,6041,12166.178502699036,6042.66259765625,1348,3628.310779802567,1349.142578125,1385,3017.1267813875243,1386.6273193359375,6547,10380.000126075,6548.64892578125,
2019-07-08 17:00:00,10618,15770.127820891383,10619.123046875,6428,11866.156514214497,6429.56884765625,1483,3466.9955155987504,1484.4139404296875,1484,3001.0743826079192,1485.7587890625,6872,10203.916991566308,6873.1025390625,
2019-07-08 18:00:00,10626,15757.517354869495,12273.6611328125,6840,11888.283559308724,6841.03125,1752,3466.242842547678,1753.965087890625,1594,3015.106831987565,1595.9248046875,7610,10204.905744725838,7611.755859375,
2019-07-08 19:00:00,10486,15726.175245565262,12312.9326171875,6801,11894.133151254766,6802.71484375,1936,3486.3212109671936,1937.90283203125,1570,3021.695771395075,1571.810302734375,7500,10222.235289957374,7501.93896484375,
2019-07-08 20:00:00,11472,15694.598076064194,11788.326171875,6741,11913.5562746894,6742.8583984375,1951,3544.483917915212,1952.1121826171875,1553,3026.5325931395455,1554.0599365234375,7185,10127.714550039265,7186.55224609375,
2019-07-08 21:00:00,11389,15716.610952006708,11390.927734375,6578,11805.508132218813,6579.39404296875,1886,3539.550673736076,1887.9449462890625,1531,3043.7929240381354,1532.94677734375,6871,10088.584835458547,6872.35693359375,
2019-07-08 22:00:00,10640,15635.242359957092,10641.82421875,6250,11787.931566916119,6251.54296875,1768,3484.0249314025605,1769.6416015625,1431,3062.649045874221,1432.388916015625,6431,9980.658553751186,6432.82373046875,
2019-07-08 23:00:00,10198,15362.27730738284,10199.2587890625,5822,11745.703214539653,5823.73388671875,1575,3477.970782038306,1576.912109375,1337,3010.22159803617,1338.88134765625,6024,9914.169477911666,6025.20947265625,
2019-07-09 00:00:00,9860,15336.348307460912,9861.1103515625,5618,11657.636452954346,5619.52734375,1691,3433.129405427541,1692.81787109375,1251,2986.4399906848957,1252.669677734375,6230,9804.383665136527,6231.85107421875,
2019-07-09 01:00:00,9403,14952.101034829448,9404.73046875,5265,11849.302891889738,5266.7314453125,1511,3647.0361090448314,1512.6334228515625,1301,2718.312828289745,1302.25537109375,5719,9403.935952629894,5720.04248046875,
2019-07-09 02:00:00,8944,14893.268543222974,8945.255859375,4983,11837.429811752812,4984.98046875,1450,3625.9911543489593,1451.2689208984375,1270,2718.502603368105,1271.8067626953125,5382,9401.728819965152,5383.224609375,
2019-07-09 03:00:00,8188,14863.347591346883,8189.53466796875,4819,11807.467249593206,4820.65380859375,1316,3618.8975651984797,1317.175048828125,1278,2722.0080527146865,1279.947021484375,5052,9399.250286316324,5053.21826171875,
2019-07-09 04:00:00,7735,14864.3868796701,7736.68994140625,4795,11755.585059290905,4796.24462890625,1250,3586.7466943963323,1251.6485595703125,1289,2722.5126894863483,1290.629638671875,4935,9407.153120343748,4936.70068359375,
2019-07-09 05:00:00,7764,14888.94567037977,7765.71630859375,4938,11754.53835178988,4939.05517578125,1223,3563.544312337363,1224.48681640625,1312,2724.9622371830746,1313.825439453125,4984,9439.987153650494,4985.93798828125,
2019-07-09 06:00:00,8376,14910.082249119001,8377.92578125,5403,11766.206540102452,5404.548828125,1111,3557.9498026272045,1112.032470703125,1379,2729.6580163173635,1380.77099609375,5417,9478.751014416572,5418.20654296875,
2019-07-09 07:00:00,9884,14989.05198774663,9885.1181640625,6198,12202.467051952815,6199.5458984375,1285,3554.8193846799463,1286.617431640625,1545,2729.9682099242473,1546.5474853515625,6448,9529.107537984382,6449.67333984375,
2019-07-09 08:00:00,10781,15252.280209602843,10782.4814453125,6365,12667.289729843676,6366.99560546875,1533,3604.578054406497,1534.3304443359375,1737,2733.966153756898,1738.844482421875,7133,9742.795778155327,7134.498046875,
2019-07-09 09:00:00,10839,15560.267787470848,10840.0546875,5882,12837.72074861577,5883.6591796875,1689,3780.2341865755648,1690.1756591796875,1775,2750.9704676608662,1776.734619140625,7309,10125.085029670969,7310.78466796875,
2019-07-09 10:00:00,10567,15745.707589299163,10568.3203125,5490,12908.103785818485,5491.54736328125,1824,3949.734198350675,1825.4822998046875,1658,2762.9609544721507,1659.96240234375,6962,10177.34901304543,6963.46435546875,
2019-07-09 11:00:00,10179,15703.99216703207,10180.6982421875,5285,12871.335982650284,5286.2880859375,1656,4129.096656456273,1657.7303466796875,1601,2792.46755377348,1602.1876220703125,6607,10236.068605100736,6608.4384765625,
2019-07-09 12:00:00,9926,15680.463856604627,9927.8125,5312,12816.179550791536,5313.5986328125,1433,4302.695899249935,1434.5057373046875,1533,2812.9471038300217,1534.180908203125,6301,10226.960666295141,6302.431640625,
2019-07-09 13:00:00,9988,15597.885229110772,9989.5234375,5260,12550.850396014814,5261.7060546875,1336,4357.856761917155,1337.5302734375,1472,2814.575283508852,1473.8355712890625,6116,10130.697958646342,6117.65869140625,
2019-07-09 14:00:00,10043,15606.59540664255,10044.4755859375,5602,12572.44196487874,5603.1728515625,1324,4463.509546100777,1325.2177734375,1458,2826.9534139468615,1459.6905517578125,6176,10277.755287745036,6177.802734375,
2019-07-09 15:00:00,10277,15235.14476395373,10278.8544921875,5816,12614.532693991569,5817.2421875,1362,3841.4789560316954,1363.111328125,1469,2759.0163297541126,1470.8856201171875,6313,9610.527814117493,6314.107421875,
2019-07-09 16:00:00,10545,15170.490489224803,10546.0546875,6146,12316.572733315177,6147.03955078125,1281,3845.177371648489,1282.9287109375,1506,2754.11108177788,1507.639892578125,6564,9510.583878850099,6565.29931640625,
2019-07-09 17:00:00,11142,15112.530643433776,11370.580078125,6514,11969.558218467733,6515.259765625,1433,3769.204255535882,1434.264404296875,1603,2737.852163680738,1604.8248291015625,6993,9469.35856678919,6994.77099609375,
2019-07-09 18:00:00,8518,15168.177790905715,12738.2724609375,6932,11959.491496136274,6933.0927734375,1710,3820.562599054088,1711.265625,1711,2730.6383355683392,1712.9581298828125,6908,9484.509522715583,7716.35107421875,
2019-07-09 19:00:00,8770,15205.481195911121,12650.443359375,6959,11947.156727387934,6960.185546875,1974,3845.4561402879685,1975.4439697265625,1714,2732.109978531298,1715.914794921875,6964,9496.270927781006,7699.576171875,
2019-07-09 20:00:00,9988,15214.504825763615,12050.130859375,6883,11941.649308793436,6884.25634765625,1950,3873.8069449361974,1951.51171875,1699,2723.743263407194,1700.7149658203125,7400,9510.080120010767,7401.36865234375,
2019-07-09 21:00:00,11158,15238.89481779659,11489.5615234375,6724,11916.952279203322,6725.94287109375,1878,3849.502851115489,1879.6209716796875,1660,2729.9651746500754,1661.8162841796875,7067,9506.052077251486,7068.6748046875,
2019-07-09 22:00:00,10890,15148.312240383642,10891.9765625,6366,11864.759167913955,6367.74267578125,1889,3840.26698299785,1890.7421875,1585,2726.914623198991,1586.2733154296875,6565,9474.863385419361,6566.27001953125,
2019-07-09 23:00:00,10312,15038.049615926164,10313.83984375,5939,11866.454218516508,5940.51513671875,1673,3791.0707496550494,1674.314453125,1455,2720.3544180621184,1456.529296875,6131,9454.935219569132,6132.73388671875,
2019-07-10 00:00:00,9881,15003.666431032487,9882.67578125,5637,11843.703040055647,5638.77197265625,1833,3677.8836957223743,1834.824462890625,1359,2715.7969609520997,1360.2901611328125,6326,9430.351832195185,6327.00341796875,
2019-07-10 01:00:00,9418,14949.080942672266,9419.7216796875,5969,11750.885033440885,5970.81787109375,1665,3801.3094284486056,1666.1605224609375,1308,2920.814116188693,1309.652587890625,5755,10077.506126565393,5756.1845703125,
2019-07-10 02:00:00,8868,14885.389452850734,8869.9013671875,5599,11789.301971880304,5600.3720703125,1442,3802.564497990616,1443.249755859375,1286,2955.742426126197,1287.4720458984375,5454,10036.473554693162,5455.86083984375,
2019-07-10 03:00:00,8064,14856.401301239284,8065.27099609375,5404,11674.472842418654,5405.27099609375,1298,3768.3610323762814,1299.479736328125,1278,2948.850471125048,1279.8692626953125,5142,10122.767522995477,5143.14404296875,
2019-07-10 04:00:00,7577,14847.244041586971,7578.857421875,5361,11660.641961294019,5362.44873046875,1230,3730.855212195726,1231.8634033203125,1281,2925.6794300387364,1282.20068359375,4940,10022.350799011881,4941.970703125,
2019-07-10 05:00:00,7645,14850.956411418483,7646.6494140625,5542,11704.3475480927,5543.345703125,1216,3684.5774928424003,1217.333740234375,1304,2898.412227012172,1305.3375244140625,5000,9908.642799302004,5001.12646484375,
2019-07-10 06:00:00,8214,14855.0957519737,8215.89453125,6018,11741.472880658712,6019.27978515625,1110,3635.3642902211445,1111.5594482421875,1373,2884.7373544491575,1374.497802734375,5432,9772.540366272442,5433.04443359375,
2019-07-10 07:00:00,9601,14882.040235003977,9602.3564453125,6893,12002.184362985694,6894.73779296875,1304,3591.925166934811,1305.7767333984375,1547,2893.169610630094,1548.387939453125,6435,9763.720634132624,6436.3408203125,
2019-07-10 08:00:00,10604,14973.656822342791,10605.7265625,7404,12154.66168304471,7405.48193359375,1553,3733.963762523556,1554.2274169921875,1740,2864.557089202725,1741.05029296875,7092,10023.050700940657,7093.595703125,
2019-07-10 09:00:00,10972,15133.478022337946,10973.51171875,7191,12263.113168096757,7192.3798828125,1642,3935.942338629176,1643.9114990234375,1766,2860.122000796775,1767.5029296875,7243,10168.203199150972,7244.89013671875,
2019-07-10 10:00:00,10854,15179.032188224352,10855.0361328125,6961,12553.13715493926,6962.5859375,1494,4073.3213664652008,1495.8890380859375,1667,2842.9706419476997,1668.2423095703125,6919,10262.826315594837,6920.4853515625,
2019-07-10 11:00:00,10594,15285.09993351691,10595.1943359375,6879,12549.6129327801,6880.1015625,1447,4232.056140258592,1448.2813720703125,1597,2851.783617573311,1598.5345458984375,6451,10366.939535498619,6452.70751953125,
2019-07-10 12:00:00,10160,15260.053534632603,10161.783203125,6798,12558.698356273115,6799.08935546875,1299,4353.760959827157,1300.0867919921875,1499,2867.707825655931,1500.892333984375,6163,10470.550151601434,6164.54833984375,
2019-07-10 13:00:00,10009,15190.053137057206,10010.533203125,6755,12502.034947867593,6756.39453125,1233,4473.412205148704,1234.95166015625,1477,2899.1232842736517,1478.580810546875,5932,10372.719670135528,5933.0986328125,
2019-07-10 14:00:00,9949,15105.412330923036,9950.4326171875,6790,12337.911587452201,6791.5751953125,1255,4485.562348354823,1256.8238525390625,1408,2908.259533243241,1409.4603271484375,5973,10514.728588365018,5974.748046875,
2019-07-10 15:00:00,10058,15458.279772623808,10059.1689453125,6869,12370.395981724203,6870.994140625,1306,4559.266600602123,1307.8251953125,1413,2846.5579841030662,1414.733642578125,6079,10154.808802891523,6080.96044921875,
2019-07-10 16:00:00,10154,15382.483051778145,10155.9716796875,7137,12014.412375284704,7138.62841796875,1253,4500.939847926691,1254.270751953125,1463,2873.62974008329,1464.0640869140625,6342,9980.073172558099,6343.8330078125,
2019-07-10 17:00:00,10821,15376.784255849252,10822.7841796875,7616,11939.482440436299,7617.78466796875,1420,4326.37886640185,1421.2764892578125,1562,2903.8978496082605,1563.7392578125,6727,9887.914717044681,6728.57958984375,
2019-07-10 18:00:00,9852,15315.74198556014,12219.3994140625,8017,11950.162278554948,8018.84716796875,1690,4342.832515854604,1691.302490234375,1665,2889.991571570652,1666.3623046875,7531,9997.215614832938,7532.55908203125,
